nct_id,title,overall_status,study_type,completion_date,lead_sponsor,lead_sponsor_class,collaborator,collaborator_class,phase,locations,has_drug_intervention,drugs,disposition_date,results_date,enrollment,phase_normalised,is_completed,is_overdue,pubmed_results
NCT00039741,Anti-HIV Drug Regimens and Treatment-Switching Guidelines in HIV Infected Children,Completed,Interventional,2009-08-01,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD) PENTA Foundation,NIH Other,2/3,Puerto Rico United States,True,"NRTIs (ABC, FTC, FTC/TDF, 3TC, 3TC/AZT, d4T, TDF, ddC, AZT); NNRTIs (EFV, NVP); PIs (AMP, IDV, LPV/r, NFV, SQV, RTV); ",,2011-12-19,266.0,2,True,False,False
NCT00039780,Evaluation of BNP7787 for the Prevention of Neurotoxicity in Metastatic Breast Cancer Patients Receiving Weekly Paclitaxel,Completed,Interventional,2006-10-01,"BioNumerik Pharmaceuticals, Inc.",Industry,,,3,,True,BNP7787; Placebo; ,,,764.0,3,True,True,False
NCT00039832,ReoPro and Retavase to Restore Brain Blood Flow After Stroke,Completed,Interventional,2007-04-01,National Institute of Neurological Disorders and Stroke (NINDS),NIH,,,2,Germany United States,True,Abciximab (ReoPro) and Reteplase (Retavase); ,,,42.0,2,True,True,False
NCT00039871,PEG-Intron Plus Rebetol Treatment of Chronic Hepatitis C Subjects Who Failed Response to Alpha-Interferon Plus Ribavirin (Study P02370),Completed,Interventional,2007-09-01,Merck Sharp & Dohme Corp.,Industry,,,3,,True,REBETOL (ribavirin; SCH 18908); ,,2008-09-29,2333.0,3,True,False,False
NCT00039988,Treatment of Multiple Sclerosis With Copaxone and Albuterol,Completed,Interventional,2006-03-01,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Autoimmunity Centers of Excellence,Other,,United States,True,Glatiramer acetate; Albuterol; Albuterol placebo; ,,,40.0,5,True,False,True
NCT00040326,Early Surgical Intervention to Treat Epilepsy,Completed,Interventional,2007-11-01,"University of California, Los Angeles",Other,,,3,United States,True,antiepileptic drugs; ,,,200.0,3,True,False,True
NCT00040365,Amifostine to Protect the Rectum During External Beam Radiotherapy for Prostate Cancer,Completed,Interventional,2010-05-01,National Cancer Institute (NCI),NIH,,,2,United States,True,Amifostine trihydrate; ,,2012-01-13,30.0,2,True,False,False
NCT00040664,A Clinical Study Of An Investigational Regimen Including Marketed HIV Drugs In HIV-1 Pediatric Subjects Ages 2-18 Years,Completed,Interventional,2008-10-01,GlaxoSmithKline,Industry,,,2,Canada Italy Netherlands Portugal Romania Spain United States,True,ritonavir; fosamprenavir; ,,2009-08-06,69.0,2,True,False,False
NCT00040742,Ginger in Treating Nausea in Patients Receiving Chemotherapy for Cancer,Completed,Interventional,2011-08-01,Gary Morrow,Other,National Cancer Institute (NCI),NIH,2/3,United States,False,,,2014-07-10,745.0,2,True,False,False
NCT00040755,BMS-275291 in Treating Patients With Prostate Cancer That Has Not Responded to Hormone Therapy,Completed,Interventional,2006-07-01,National Cancer Institute (NCI),NIH,,,2,United States,True,rebimastat; ,,,68.0,2,True,True,False
NCT00040794,"Combination Chemotherapy, Radiation Therapy, and Gefitinib in Treating Patients With Stage III Non-Small Cell Lung Cancer",Completed,Interventional,2006-03-01,National Cancer Institute (NCI),NIH,,,2,United States,True,paclitaxel; carboplatin; gefitinib; ,,,144.0,2,True,True,False
NCT00040859,Oxaliplatin and Capecitabine in Treating Patients With Advanced Esophageal Cancer or Stomach Cancer,Completed,Interventional,2008-04-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,capecitabine; oxaliplatin; ,,,48.0,2,True,True,False
NCT00040872,Multiple Therapies in Treating Patients With Advanced Neuroblastoma,Completed,Interventional,2007-01-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,True,carboplatin; cisplatin; cyclophosphamide; doxorubicin hydrochloride; etoposide; isotretinoin; thiotepa; topotecan hydrochloride; vincristine sulfate; ,,,,2,True,True,False
NCT00040885,"Docetaxel With or Without Infliximab in Treating Weight Loss, Loss of Appetite, and Fatigue in Patients With Unresectable Non-Small Cell Lung Cancer (Infliximab Treatment Discontinued Effective 10/05/05)",Completed,Interventional,2008-10-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,United States,True,docetaxel; ,,,67.0,3,True,True,False
NCT00040898,Sho-Saiko-To Following Removal of Liver Cancer By Embolization in Treating Patients With Liver Cancer That Cannot Be Surgically Removed,Completed,Interventional,2006-01-01,Memorial Sloan Kettering Cancer Center,Other,National Cancer Institute (NCI),NIH,2,United States,False,,,,,2,True,True,False
NCT00040911,"Electroacupuncture in Treating Delayed Nausea and Vomiting in Patients Receiving Chemotherapy For Newly Diagnosed Childhood Sarcoma, Neuroblastoma, Nasopharyngeal Cancer, Germ Cell Tumors, or Hodgkin Lymphoma",Completed,Interventional,2009-10-01,Children's Oncology Group,Other,National Cancer Institute (NCI) National Center for Complementary and Integrative Health (NCCIH),NIH NIH,,United States,False,,,,17.0,5,True,True,False
NCT00041028,"EF5 in Assessing Tumor Response to Anticancer Therapy in Patients With Stage I, Stage II, or Stage III Non-Small Cell Lung Cancer",Completed,Interventional,2007-09-01,Duke University,Other,National Cancer Institute (NCI),NIH,2,United States,True,EF5; ,,,60.0,2,True,True,False
NCT00041041,Imatinib Mesylate in Treating Patients With Persistent or Recurrent Ovarian Epithelial or Primary Peritoneal Cancer,Completed,Interventional,2007-01-01,National Cancer Institute (NCI),NIH,,,2,United States,True,imatinib mesylate; ,,,60.0,2,True,True,False
NCT00041054,Combination Chemotherapy and Exisulind in Treating Patients With Extensive-Stage Small Cell Lung Cancer,Completed,Interventional,2008-02-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,Canada Puerto Rico United States,True,carboplatin; etoposide; exisulind; ,,,41.0,2,True,True,False
NCT00041067,"S0215 Trastuzumab, Docetaxel, Vinorelbine, and Filgrastim in Treating Women With Stage IV Breast Cancer",Completed,Interventional,2008-01-01,Southwest Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,docetaxel; vinorelbine; ,,2012-11-15,76.0,2,True,False,False
NCT00041080,"Tamoxifen Compared With Thalidomide in Treating Women With Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer",Completed,Interventional,2011-01-01,National Cancer Institute (NCI),NIH,,,3,United States,True,tamoxifen citrate; thalidomide; ,,2013-07-09,139.0,3,True,False,False
NCT00041093,Docetaxel in Treating Patients With Persistent or Recurrent Cervical Cancer,Completed,Interventional,2008-01-01,Gynecologic Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,Docetaxel; ,,,27.0,2,True,True,False
NCT00041106,Gefitinib Plus Combination Chemotherapy in Treating Patients With Locally Advanced or Metastatic Bladder Cancer,Completed,Interventional,2007-07-01,National Cancer Institute (NCI),NIH,,,2,United States,True,gemcitabine hydrochloride; cisplatin; gefitinib; ,,,50.0,2,True,True,False
NCT00041132,S0213 Chemotherapy Plus Rituximab in Treating Patients With Mantle Cell Lymphoma,Completed,Interventional,2007-11-01,Southwest Oncology Group,Other,National Cancer Institute (NCI),NIH,2,,True,cyclophosphamide; cytarabine; dexamethasone; doxorubicin; leucovorin; methotrexate; vincristine; ,,2012-03-05,56.0,2,True,False,False
NCT00041197,Imatinib Mesylate in Treating Patients With Primary Gastrointestinal Stromal Tumor That Has Been Completely Removed By Surgery,Completed,Interventional,2007-04-01,National Cancer Institute (NCI),NIH,,,3,United States,True,imatinib mesylate; ,,,732.0,3,True,False,True
NCT00041275,Megestrol in Treating Patients With Liver Cancer That Cannot Be Removed By Surgery,Completed,Interventional,2007-06-01,"National Medical Research Council (NMRC), Singapore",Other,,,3,"Bangladesh Indonesia Korea, Republic of Myanmar New Zealand Philippines Singapore Taiwan Thailand Vietnam",True,megestrol acetate; ,,,300.0,3,True,True,False
NCT00041327,Combination Chemotherapy Followed By Antiviral Therapy and Interferon Alfa in Treating Patients With HTLV-1-Related Adult T-Cell Leukemia/Lymphoma,Completed,Interventional,2006-12-01,AIDS Malignancy Consortium,Other,National Cancer Institute (NCI),NIH,2,United States,True,Etoposide; cyclophosphamide; doxorubicin hydrochloride; lamivudine; prednisone; vincristine sulfate; zidovudine; ,,,19.0,2,True,False,True
NCT00041340,Imatinib Mesylate in Treating Patients With Stage IV Colorectal Cancer,Completed,Interventional,2006-07-01,National Cancer Institute (NCI),NIH,,,2,United States,True,imatinib mesylate; ,,,37.0,2,True,True,False
NCT00041392,Effects of Magnesium on Individuals Undergoing Coronary Artery Bypass Graft Surgery,Completed,Interventional,2009-05-01,Duke University,Other,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,2,United States,True,Magnesium; 0.9% saline; ,,2012-08-05,389.0,2,True,False,False
NCT00041769,Using Drug Levels in the Blood to Guide Therapy in HIV Infected Patients Taking a Protease Inhibitor,Completed,Interventional,2007-04-01,National Institute of Allergy and Infectious Diseases (NIAID),NIH,,,3,Puerto Rico United States,False,,,,360.0,3,True,True,False
NCT00041938,Warfarin Versus Aspirin in Reduced Cardiac Ejection Fraction (WARCEF) Trial,Completed,Interventional,2011-08-01,Columbia University,Other,National Institute of Neurological Disorders and Stroke (NINDS),NIH,3,Canada United States,True,aspirin; Warfarin; ,,2013-01-03,2305.0,3,True,False,False
NCT00042185,Eating Disorder Prevention Programs,Completed,Interventional,2007-05-01,University of Texas at Austin,Other,National Institute of Mental Health (NIMH),NIH,,United States,False,,,,450.0,5,True,True,False
NCT00042211,Preventing Depression in Patients With Macular Degeneration,Completed,Interventional,2006-01-01,Thomas Jefferson University,Other,National Institute of Mental Health (NIMH),NIH,3,United States,False,,,,206.0,3,True,False,True
NCT00042731,Isoflavones & Lycopene in Localized Prostate Ca:Prior to Radical Prostatectomy,Completed,Interventional,2006-08-01,H. Lee Moffitt Cancer Center and Research Institute,Other,National Cancer Institute (NCI),NIH,,United States,False,,,,79.0,5,True,True,False
NCT00042848,Modafinil in Treating Fatigue in Patients Receiving Chemotherapy for Cancer,Completed,Interventional,2007-04-01,Gary Morrow,Other,National Cancer Institute (NCI),NIH,3,United States,True,modafinil; ,,,837.0,3,True,True,False
NCT00042926,Diagnostic Trial in Patients Who Are Undergoing Surgery for Early Stage Mouth Cancer,Completed,Interventional,2010-11-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,,,False,,,,161.0,5,True,True,False
NCT00042939,Irinotecan and Docetaxel With or Without Cetuximab in Treating Patients With Metastatic Pancreatic Cancer,Completed,Interventional,2009-06-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI),NIH,2,,True,docetaxel; irinotecan hydrochloride; ,,2011-06-21,94.0,2,True,False,False
NCT00042965,Capecitabine and Gemcitabine in Treating Patients With Metastatic Kidney Cancer,Completed,Interventional,2006-09-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,Canada United States,True,capecitabine; gemcitabine hydrochloride; ,,,60.0,2,True,True,False
NCT00043030,Evaluating Patient Participation in Phase I Clinical Trials,Completed,Interventional,2006-12-01,National Institutes of Health Clinical Center (CC),NIH,National Cancer Institute (NCI),NIH,,United States,False,,,,120.0,5,True,True,False
NCT00043069,Calcium With or Without Estrogen and/or Risedronate in Preventing Osteoporosis in Patients With Prostate Cancer,Completed,Interventional,2010-01-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,Canada United States,True,Estrogen Antagonists; risedronate sodium; ,,,71.0,3,True,True,False
NCT00043082,S0200 Carboplatin With or Without Doxil in Patients With Recurrent Ovarian Cancer,Completed,Interventional,2007-06-01,Southwest Oncology Group,Other,National Cancer Institute (NCI),NIH,3,United States,True,carboplatin; pegylated liposomal doxorubicin hydrochloride; ,,,61.0,3,True,True,False
NCT00043186,"Determine the Efficacy, Safety and Tolerability of Denosumab (AMG 162) in the Treatment of Postmenopausal Women With Low Bone Mineral Density",Completed,Interventional,2007-04-01,Amgen,Industry,,,2,,True,Placebo; Denosumab; Alendronate; ,,2009-12-22,412.0,2,True,False,False
NCT00043368,PF-3512676 (CPG 7909) Injection For Patients Who Completed An Oncology Study Using PF-3512676 (CPG 7909),Completed,Interventional,2007-06-01,Pfizer,Industry,,,2,Germany United States,True,PF-3512676; ,,,31.0,2,True,True,False
NCT00043537,Treatment of Childhood Social Phobia,Completed,Interventional,2006-09-01,University of Central Florida,Other,National Institute of Mental Health (NIMH),NIH,3,United States,True,Fluoxetine; Pill Placebo; ,,,139.0,3,True,False,True
NCT00043550,Treatments for Depression: Drug Versus Psychotherapy,Completed,Interventional,2009-06-01,University of Pennsylvania,Other,National Institute of Mental Health (NIMH),NIH,3,United States,True,Sertraline; Pill Placebo; Venlafaxine; ,,,156.0,3,True,False,True
NCT00043589,Memory and Mental Health in Aging,Completed,Interventional,2006-12-01,Stanford University,Other,National Institute of Mental Health (NIMH),NIH,,United States,True,donepezil; ,,,200.0,5,True,True,False
NCT00043693,Family Intervention for Mental Illness and Substance Abuse,Completed,Interventional,2008-12-01,Dartmouth-Hitchcock Medical Center,Other,National Institute of Mental Health (NIMH),NIH,,United States,False,,,,108.0,5,True,True,False
NCT00043719,Nitroglycerin Ointment for Preventing Bone Loss in Postmenopausal Women,Completed,Interventional,2007-12-01,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,,,3,United States,True,Nitroglycerin ointment; Calcium supplement with vitamin D; ,,,200.0,3,True,True,False
NCT00043745,Bone Response to Soy Isoflavones in Women,Completed,Interventional,2008-04-01,Iowa State University,Other,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,2,United States,False,,,,224.0,2,True,False,True
NCT00043979,Stem Cell Transplantation in Patients With High-Risk and Recurrent Pediatric Sarcomas,Completed,Interventional,2012-04-01,National Cancer Institute (NCI),NIH,,,2,United States,True,F-18 Fluorodeoxyglucose; cyclophosphamide; cyclosporine; doxorubicin hydrochloride; etoposide; fludarabine phosphate; melphalan; prednisone; sirolimus; tacrolimus; vincristine sulfate; Filgrastim; ,,2013-04-03,60.0,2,True,False,False
NCT00044213,Trial to Assess Chelation Therapy (TACT),Completed,Interventional,2011-10-01,"Mt. Sinai Medical Center, Miami",Other,"National Heart, Lung, and Blood Institute (NHLBI) National Center for Complementary and Integrative Health (NCCIH)",NIH NIH,3,Canada United States,True,EDTA; EDTA Placebo; ,,2013-08-30,1708.0,3,True,False,False
NCT00044278,Pediatric Epilepsy Study in Subjects 1-24 Months,Completed,Interventional,2006-06-01,GlaxoSmithKline,Industry,,,2,Argentina Australia Estonia France Hungary Italy Latvia Lebanon Lithuania Netherlands Portugal Puerto Rico Slovakia Turkey United States,True,lamotrigine; ,,,197.0,2,True,True,False
NCT00044291,Phase III Study of Atamestane Plus Toremifene Versus Letrozole in Advanced Breast Cancer,Completed,Interventional,2006-01-01,Intarcia Therapeutics,Industry,,,3,Canada Russian Federation Ukraine United States,True,atamestane; toremifene; letrozole; aromatase inhibition; ,,,865.0,3,True,True,False
NCT00044382,Study of the Safety and Efficacy of CC-5013 Treatment For Patients With Myelodysplastic Syndrome,Completed,Interventional,2007-01-01,Celgene Corporation,Industry,,,2,United States,True,CC-5013; ,,,25.0,2,True,True,False
NCT00044512,A Study to Estimate Safety and Efficacy of Sorafenib (BAY43-9006) in the Treatment of Hepatocellular Carcinoma,Completed,Interventional,2008-02-01,Bayer,Industry,,,2,Belgium France Israel Italy United States,True,"Sorafenib (Nexavar, BAY43-9006); ",,2009-02-20,137.0,2,True,False,False
NCT00044616,Relapse Prevention for Bipolar Type-II Disorder,Completed,Interventional,2007-01-01,University of Pennsylvania,Other,National Institute of Mental Health (NIMH),NIH,4,United States,True,Fluoxetine; Lithium; ,,,180.0,4,True,False,True
NCT00044655,Switching Medication to Treat Schizophrenia,Completed,Interventional,2009-03-01,Icahn School of Medicine at Mount Sinai,Other,National Institute of Mental Health (NIMH),NIH,4,,True,Risperidone; Olanzapine; Ziprasidone; Quetiapine; Aripiprazole; ,,2013-09-27,219.0,4,True,False,False
NCT00044798,Magnetic Stimulation Therapy for Treating Vascular Depression,Completed,Interventional,2007-03-01,University of Iowa,Other,National Institute of Mental Health (NIMH),NIH,3,United States,True,Citalopram; ,,,132.0,3,True,True,False
NCT00044876,"Treatment of Uterine Fibroids With CDB-2914, an Experimental Selective Progesterone Receptor Antagonist",Completed,Interventional,2007-06-01,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,,,2,United States,True,CDB-2914; ,,,56.0,2,True,True,False
NCT00045162,S0124: Cisplatin Combined With Irinotecan or Etoposide For Extensive-Stage Small Cell Lung Cancer,Completed,Interventional,2008-03-01,Southwest Oncology Group,Other,National Cancer Institute (NCI) North Central Cancer Treatment Group Cancer and Leukemia Group B,NIH Other Other,3,Canada United States,True,cisplatin; etoposide; irinotecan hydrochloride; ,,2013-04-16,671.0,3,True,False,False
NCT00045305,Reduced-Intensity Regimen Before Donor Bone Marrow Transplant in Treating Patients With Myelodysplastic Syndromes,Completed,Interventional,2014-02-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,Cyclosporine; Methotrexate; Photopheresis; Mycofenolate mofetil; Pentostatin; ,,2015-01-09,17.0,2,True,False,False
NCT00045396,"A Phase II Study Of The Farnesyltransferase Inhibitor ZANESTRA (R115777, NSC #702818, IND #58,359) In Complete Remission Following Induction And/Or Consolidation Chemotherapy In Adults With Poor-Risk Acute Myelogenous Leukemia (AML) And High-Risk Myelodysplasia (MDS)",Completed,Interventional,2007-10-01,National Cancer Institute (NCI),NIH,,,2,United States,True,tipifarnib; ,,,44.0,2,True,True,False
NCT00045487,Erlotinib in Treating Patients With Advanced Kidney Cancer,Completed,Interventional,2008-05-01,The University of Texas Health Science Center at San Antonio,Other,National Cancer Institute (NCI),NIH,2,United States,True,OSI-774; ,,2013-05-07,41.0,2,True,False,False
NCT00045526,Erlotinib Hydrochloride in Treating Patients With Advanced Esophageal Cancer or Stomach Cancer,Completed,Interventional,2007-02-01,National Cancer Institute (NCI),NIH,,,2,United States,True,erlotinib hydrochloride; ,,,48.0,2,True,True,False
NCT00045591,Celecoxib in Treating Women With Metastatic or Recurrent Breast Cancer,Completed,Interventional,2010-01-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,2,United States,True,celecoxib; Celecoxib; ,,,39.0,2,True,True,False
NCT00045630,"S0219, Combination Chemotherapy Followed By Observation or Surgery in Patients With Stage II or Stage III Cancer of the Urothelium",Completed,Interventional,2008-05-01,Southwest Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,carboplatin; gemcitabine; paclitaxel; ,,2012-11-15,77.0,2,True,False,False
NCT00045682,CT-2103 in Treating Patients With Recurrent or Persistent Ovarian Epithelial Cancer or Primary Peritoneal Cancer,Completed,Interventional,2008-01-01,Gynecologic Oncology Group,Other,National Cancer Institute (NCI),NIH,2,United States,True,Paclitaxel Poliglumex; ,,,78.0,2,True,True,False
NCT00045695,Bortezomib in Treating Patients With Waldenstrom's Macroglobulinemia,Completed,Interventional,2006-03-01,NCIC Clinical Trials Group,Other,National Cancer Institute (NCI) Eastern Cooperative Oncology Group,NIH Other,2,Canada United States,True,bortezomib; ,,,27.0,2,True,True,False
NCT00045734,Imatinib Mesylate in Treating Patients With Recurrent Meningioma,Completed,Interventional,2009-12-01,National Cancer Institute (NCI),NIH,,,2,United States,True,imatinib mesylate; ,,,60.0,2,True,True,False
NCT00045903,Cognitive Behavioral Therapy Plus Drug Treatment for Obsessive Compulsive Disorder,Completed,Interventional,2007-01-01,New York State Psychiatric Institute,Other,National Institute of Mental Health (NIMH),NIH,,United States,False,,,,136.0,5,True,False,True
NCT00045916,Optimizing Electroconvulsive Therapy for Depression,Completed,Interventional,2006-12-01,New York State Psychiatric Institute,Other,National Institute of Mental Health (NIMH),NIH,4,United States,True,Nortriptyline; Venlafaxine; Lithium; ,,,340.0,4,True,False,True
NCT00046228,A Study of Abciximab and Reteplase When Administered Prior to Catherization After a Myocardial Infarction (Finesse),Completed,Interventional,2008-01-01,"Centocor, Inc.",Industry,Eli Lilly and Company,Industry,3,Argentina Austria Belgium Bulgaria Canada Czech Republic Denmark France Germany Israel Netherlands Poland Romania South Africa Spain Sweden Switzerland United Kingdom United States,True,"abciximab placebo; reteplase placebo, abciximab, abciximab; Abciximab; reteplase; abciximab placebo; abciximab; abciximab; reteplase placebo; abciximab placebo; abciximab; abciximab placebo; reteplase placebo, abciximab, abciximab; abciximab; reteplase placebo; abciximab placebo; abciximab; Abciximab; reteplase; abciximab placebo; abciximab; ",,2009-03-26,2461.0,3,True,False,False
NCT00046254,Evaluating the Ability of Zoledronic Acid to Reduce the Rate of Subsequent Osteoporotic Fractures After a Hip Fracture,Completed,Interventional,2007-02-01,Novartis Pharmaceuticals,Industry,,,3,Germany United States,True,Zoledronic Acid; ,,,2127.0,3,True,False,True
NCT00046267,Niacin for Treatment of Elevated Cholesterol and Triglycerides in HIV-Infected Patients,Completed,Interventional,2006-12-01,National Institute of Allergy and Infectious Diseases (NIAID),NIH,,,,United States,True,Niacin; ,,,30.0,5,True,True,False
NCT00046293,ReoPro and Retavase to Treat Acute Stroke,Completed,Interventional,2007-07-01,National Institute of Neurological Disorders and Stroke (NINDS),NIH,,,2,United States,True,Reopro; Retrovase; ,,,72.0,2,True,True,False
NCT00046566,Protein Supplements to Treat High Blood Pressure,Completed,Interventional,2008-04-01,Tulane University Health Sciences Center,Other,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,3,United States,False,,,,280.0,3,True,True,False
NCT00046826,"Docetaxel, Estramustine, and Thalidomide in Treating Patients With Prostate Cancer Previously Treated With Hormone Therapy",Completed,Interventional,2007-06-01,Whittingham Cancer Center,Other,,,2,United States,True,docetaxel; estramustine phosphate sodium; thalidomide; ,,,,2,True,True,False
NCT00046865,Acupressure in Treating Nausea in Women Receiving Combination Chemotherapy for Breast Cancer,Completed,Interventional,2006-03-01,M.D. Anderson Cancer Center,Other,National Cancer Institute (NCI),NIH,3,United States,False,,,,57.0,3,True,True,False
NCT00046891,EGb761 in Maintaining Mental Clarity in Women Receiving Chemotherapy for Newly Diagnosed Breast Cancer,Completed,Interventional,2006-10-01,Alliance for Clinical Trials in Oncology,Other,National Cancer Institute (NCI),NIH,3,United States,True,Ginkgo Biloba; ,,2015-02-25,226.0,3,True,False,False
NCT00046904,Etanercept in Treating Cancer-Related Cachexia and Anorexia in Patients With Advanced Cancer,Completed,Interventional,2007-09-01,Mayo Clinic,Other,National Cancer Institute (NCI),NIH,3,United States,False,,,,,3,True,True,False
NCT00046930,Daunorubicin & Cytarabine +/- Zosuquidar inTreating Older Patients With Newly Diagnosed Acute Myeloid Leukemia or Refractory Anemia,Completed,Interventional,2009-06-01,Eastern Cooperative Oncology Group,Other,National Cancer Institute (NCI) Eli Lilly and Company Kanisa Pharmaceuticals,NIH Industry Industry,3,Israel United States,True,cytarabine; daunorubicin hydrochloride; zosuquidar trihydrochloride; Placebo; ,,2010-08-17,449.0,3,True,False,False
NCT00046943,Atrasentan in Treating Patients With Prostate Cancer,Completed,Interventional,2007-06-01,Abbott,Industry,,,3,United States,True,atrasentan hydrochloride; ,,,,3,True,True,False
NCT00047099,Combination Chemotherapy in Treating Women With Breast Cancer,Completed,Interventional,2012-02-01,Ludwig-Maximilians - University of Munich,Other,,,3,Germany,True,cyclophosphamide; docetaxel; epirubicin hydrochloride; fluorouracil; goserelin acetate; tamoxifen citrate; ,,,446.0,3,True,True,False
NCT00047112,Surgery With or Without Radiation Therapy and Chemotherapy in Treating Patients With Esophageal Cancer,Completed,Interventional,2010-09-01,Federation Francophone de Cancerologie Digestive,Other,Groupe Cooperateur Multidisciplinaire en Oncologie (GERCOR) European Organisation for Research and Treatment of Cancer - EORTC UNICANCER Societe Francaise de Radiotherapie Oncologique,Other Other Other Other,3,Belgium France Germany Netherlands,True,cisplatin; fluorouracil; ,,,195.0,3,True,False,True
NCT00047190,Tipifarnib in Treating Patients With Myelofibrosis and Myeloid Metaplasia,Completed,Interventional,2007-04-01,National Cancer Institute (NCI),NIH,,,2,United States,True,tipifarnib; ,,,35.0,2,True,True,False
NCT00047203,Flavopiridol in Treating Patients With Relapsed or Refractory Multiple Myeloma,Completed,Interventional,2006-09-01,National Cancer Institute (NCI),NIH,,,2,United States,True,alvocidib; ,,,35.0,2,True,True,False
NCT00047216,Tipifarnib in Treating Patients With Recurrent Bladder Cancer,Completed,Interventional,2006-03-01,"University Health Network, Toronto",Other,National Cancer Institute (NCI),NIH,2,Canada United States,True,tipifarnib; ,,,,2,True,True,False
NCT00047229,Oblimersen and Doxorubicin in Treating Patients With Advanced Hepatocellular Carcinoma (Liver Cancer),Completed,Interventional,2009-01-01,"Princess Margaret Hospital, Canada",Other,National Cancer Institute (NCI),NIH,2,Canada,True,doxorubicin hydrochloride; ,,,,2,True,True,False
NCT00047255,Docetaxel and Trastuzumab With or Without Carboplatin in Treating Women With HER2-Positive Breast Cancer,Completed,Interventional,2006-01-01,Jonsson Comprehensive Cancer Center,Other,National Cancer Institute (NCI),NIH,3,United States,True,carboplatin; docetaxel; Docetaxel; ,,,263.0,3,True,True,False
NCT00047385,National Lung Screening Trial (NLST) Screening,Completed,Interventional,2010-10-01,National Cancer Institute (NCI),NIH,American College of Radiology Imaging Network,Other,3,United States,False,,,2012-05-30,53454.0,3,True,False,False
NCT00047411,Home Use of Automatic External Defibrillators to Treat Sudden Cardiac Arrest,Completed,Interventional,2007-09-01,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Philips Medical Systems Laerdal Medical,Industry Industry,3,United States,False,,,,7001.0,3,True,False,True
NCT00047424,Stop Atherosclerosis in Native Diabetics Study (SANDS),Completed,Interventional,2008-08-01,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,,,3,,True,simvastatin; ACE inhibitors; ,,,,3,True,False,True
NCT00047437,Exercise Training Program to Improve Clinical Outcomes in Individuals With Congestive Heart Failure,Completed,Interventional,2008-07-01,Duke University,Other,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,3,Canada France United States,False,,,,2331.0,3,True,False,True
NCT00047450,Antidepressant Treatment in Older Adults With Schizophrenia,Completed,Interventional,2006-09-01,Veterans Medical Research Foundation,Other,National Institute of Mental Health (NIMH),NIH,,United States,True,Citalopram (Celexa); Placebo; ,,,212.0,5,True,False,True
NCT00047463,Effects of Treating Obstructive Sleep Apnea in Epilepsy,Completed,Interventional,2008-07-01,Vanderbilt University,Other,National Institute of Neurological Disorders and Stroke (NINDS),NIH,2,United States,False,,,2009-11-18,68.0,2,True,False,False
NCT00047619,Enhancement of Pressure Healing With Pulsatile Lavage,Completed,Interventional,2008-05-01,VA Office of Research and Development,U.S. Fed,,,2,United States,False,,,2015-07-08,28.0,2,True,False,False
NCT00047671,Ethnic Variations in Antidepressant Response,Completed,Interventional,2006-11-01,National Institute of Mental Health (NIMH),NIH,,,4,United States,True,Citalopram; ,,,400.0,4,True,False,True
NCT00047697,Drug Treatment for Autism,Completed,Interventional,2006-08-01,National Institute of Mental Health (NIMH),NIH,,,2,United States,True,Donepezil HCl; ,,,40.0,2,True,True,False
NCT00047879,Phase II Trial of Peginterferon Alpha-2b and Thalidomide in Adults With Recurrent Gliomas,Completed,Interventional,2009-06-01,National Cancer Institute (NCI),NIH,,,2,United States,True,Thalidomide; ,,2011-05-24,7.0,2,True,False,False
